species,lgb_train_mae,lgb_val_mae,lgb_train_r2,lgb_val_r2,lgb_overfitting_ratio,xgb_train_mae,xgb_val_mae,xgb_train_r2,xgb_val_r2,xgb_overfitting_ratio,ensemble_mae,ensemble_r2,feature_count,lgb_weight,xgb_weight
(활)우럭,1277.7225077415228,1324.4056372162504,0.767160104845211,0.7558817876531533,0.9647516378948294,1246.6385466696158,1421.6019799020205,0.8230092415507735,0.7860479773991317,0.8769251621016569,1270.7116194003588,0.7935544846234396,31,0.5,0.5
(활)넙치,758.7197454734086,923.5472771242182,0.937367964256632,0.9164756729689466,0.8215277812695666,1022.9820428599597,1104.122955811142,0.9120804115390064,0.9054200626724295,0.9265109809336658,949.9115636957735,0.9168909494217424,31,0.5,0.5
(활)참숭어,515.879600196857,607.6060297562909,0.8746368048005885,0.8319125914089417,0.8490363408733368,427.3900292244028,553.8391373202828,0.9143920327226338,0.8575150760927189,0.7716862179374026,539.7227557580982,0.8546728907085381,31,0.5,0.5
(활)참돔,1288.9912321597176,1734.070971123075,0.8827980955854803,0.7720589692826669,0.7433324550291616,1337.679845948814,1824.7321821556284,0.8910097166015892,0.7818422181854433,0.7330828375967808,1717.4261987465416,0.7822068361771396,31,0.5,0.5
(활)농어,953.00853738115,1040.7646483883602,0.8776249979470514,0.8542484220123544,0.9156811185476929,1000.5950815616834,1120.1742747749897,0.883616789599905,0.8506420141313574,0.8932494738487667,1036.0948661077587,0.8554557111330977,31,0.5,0.5
